Header,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_adolescentis_ATCC_15703,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_bifidum_PRL2010,Bifidobacterium_longum_NCC2705,Bifidobacterium_longum_NCC2705,Collinsella_tanakaei_YIT_12063,Collinsella_tanakaei_YIT_12063,Alistipes_finegoldii_DSM_17242,Alistipes_finegoldii_DSM_17242,Alistipes_putredinis_DSM_17216,Alistipes_putredinis_DSM_17216,Alistipes_shahii_WAL_8301,Alistipes_shahii_WAL_8301,Bacteroides_caccae_ATCC_43185,Bacteroides_caccae_ATCC_43185,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_coprocola_M16_DSM_17136,Bacteroides_eggerthii_DSM_20697,Bacteroides_eggerthii_DSM_20697,Bacteroides_fragilis_NCTC_9343,Bacteroides_fragilis_NCTC_9343,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_intestinalis_341_DSM_17393,Bacteroides_stercoris_ATCC_43183,Bacteroides_stercoris_ATCC_43183,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_thetaiotaomicron_VPI_5482,Bacteroides_uniformis_ATCC_8492,Bacteroides_uniformis_ATCC_8492,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_distasonis_ATCC_8503,Parabacteroides_johnsonii_DSM_18315,Parabacteroides_johnsonii_DSM_18315,Prevotella_ruminicola_23,Prevotella_ruminicola_23,Acidaminococcus_fermentans_DSM_20731,Acidaminococcus_fermentans_DSM_20731,Blautia_wexlerae_DSM_19850,Blautia_wexlerae_DSM_19850,Clostridium_clostridioforme_CM201,Clostridium_clostridioforme_CM201,Coprococcus_catus_GD_7,Coprococcus_catus_GD_7,Dialister_invisus_DSM_15470,Dialister_invisus_DSM_15470,Dorea_longicatena_DSM_13814,Dorea_longicatena_DSM_13814,Enterococcus_faecium_TX1330,Enterococcus_faecium_TX1330,Eubacterium_rectale_M104_1,Eubacterium_rectale_M104_1,Faecalibacterium_prausnitzii_L2_6,Faecalibacterium_prausnitzii_L2_6,Lactobacillus_mucosae_LM1,Lactobacillus_mucosae_LM1,Lactobacillus_reuteri_SD2112_ATCC_55730,Lactobacillus_reuteri_SD2112_ATCC_55730,Megasphaera_elsdenii_DSM_20460,Megasphaera_elsdenii_DSM_20460,Phascolarctobacterium_succinatutens_YIT_12067,Phascolarctobacterium_succinatutens_YIT_12067,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Pseudoflavonifractor_capillosus_strain_ATCC_29799,Roseburia_intestinalis_L1_82,Roseburia_intestinalis_L1_82,Roseburia_inulinivorans_DSM_16841,Roseburia_inulinivorans_DSM_16841,Ruminococcus_bromii_L2_63,Ruminococcus_bromii_L2_63,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_callidus_ATCC_2776001,Ruminococcus_torques_ATCC_27756,Ruminococcus_torques_ATCC_27756,Streptococcus_salivarius_JIM8777,Streptococcus_salivarius_JIM8777,Subdoligranulum_variabile_DSM_15176,Subdoligranulum_variabile_DSM_15176,Veillonella_atypica_ACS_049_V_Sch6,Veillonella_atypica_ACS_049_V_Sch6,Bilophila_wadsworthia_3_1_6,Bilophila_wadsworthia_3_1_6,Citrobacter_amalonaticus_Y19,Citrobacter_amalonaticus_Y19,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_desulfuricans_subsp_desulfuricans_DSM_642,Desulfovibrio_piger_ATCC_29098,Desulfovibrio_piger_ATCC_29098,Enterobacter_cloacae_EcWSU1,Enterobacter_cloacae_EcWSU1,Escherichia_coli_str_K_12_substr_MG1655,Escherichia_coli_str_K_12_substr_MG1655,Haemophilus_parainfluenzae_T3T1,Haemophilus_parainfluenzae_T3T1,Helicobacter_pylori_26695,Helicobacter_pylori_26695,Klebsiella_pneumoniae_pneumoniae_MGH78578,Klebsiella_pneumoniae_pneumoniae_MGH78578,Shigella_flexneri_2002017,Shigella_flexneri_2002017,Akkermansia_muciniphila_ATCC_BAA_835,Akkermansia_muciniphila_ATCC_BAA_835,Fusobacterium_varium_ATCC_27725,Fusobacterium_varium_ATCC_27725
672,3OAACPR1,2,MALCOACD,2,GLYCL,2,AMYLOPECTepp,2,AMYLOPECTepp,2,MALCOAMT,2,HEX7,2,GAMtex,2,GCALDtpp,2,ASP4DC,2,DBTS,2,3HACPR2,2,NPHS,2,GLUR,2,SGAT,2,3HACPR2,2,DHNAOT,2,DHNPA,2,EACPR2,2,CITRH,2,3HACPR2,2,DHNAOT,2,ARAB_Dtex,2,SGAT,2,PMACPME,2,AOXSr2,2,ASP4DC,2,BTS4,2,NMNP,2,DHNAOT,2,NACabc,2,DBTS,2,3HACPR2,2,GLYCLTDxr,2,GTHOXti3pp,2,XYLANtex,2,ARGDC,2,HEX7,2,SER_Ltex,2,CYS_Ltex,2,TMDSf2,2,GLUCYS,2,FUM,2,GTHRD,2,GTHRD,2,MEOHtex,2,LYSt2rpp,2,SUCptspp,2,GLUCYS,2,MALT,2,ARGDC,2,HSPGtex,2
673,3OAACPR2,2,GAMtex,2,HISt2rpp,2,PPNCL3,2,ORNTA,2,MEOHt2pp,2,CBMK,2,GACPCD,2,AOXSr2,2,r0339,2,DAPMDH,2,BTS4,2,DHNAOT,2,GLYCL,2,HMPK1,2,GTHOXtex,2,CYS_Ltex,2,EACPR1,2,GACPCD,2,SGAT,2,3HACPR1,2,PPIt2epp,2,DHNAOT,2,THMDt2r,2,DPCOAti,2,3HACPR2,2,DAPabcpp,2,EACPR2,2,FFSD,2,3HACPR2,2,HEPARL1_epp,2,NH4tex,2,EACPR2,2,GLYCL,2,GTHOXtex,2,NACabcpp,2,AMYLOPECTepp,2,3HACPR2,2,SUCRtex,2,3HACPR1,2,HISt2rpp,2,MALCOAMT,2,HMPK1,2,DAPMDH,2,DM_AMOB,2,SUCptspp,2,FBA3,2,SUCRtex,2,HMPK1,2,XYL_Dtex,2,DHNAOT,2,OCDCAtr,2
674,XYLANtex,2,AMAOTr,2,GTHOXtex,2,3HACPR2,2,CPPPGO2,2,MEOHtex,2,MALCOAMT,2,ARABDt2pp,2,EACPR1,2,SUCRtex,2,DM_AMOB,2,H2Stpp,2,MEOHt2pp,2,EAR9M10,2,GLXCL,2,BTS4,2,ORNTA,2,EACPR2,2,C180SN,2,GLYCLTDxr,2,DM_dad_5,2,TRE6PH,2,ARABDt2pp,2,TRE6PH,2,G6Pt6_2pp,2,3OAACPR1,2,3HACPR1,2,CYSt2rpp,2,GAMtex,2,NMNAT,2,HSPGtex,2,EAR6M8,2,DM_btn,2,NH4tbpp,2,GLUCYS,2,GAMtex,2,MEOHt2pp,2,3HACPR1,2,MEOHt2pp,2,3HACPR2,2,PPIt2epp,2,HMPK1,2,CYSt2rpp,2,2DMMQ8abc,2,Q8abc,2,SUCRtex,2,FBA2,2,GACPCD,2,DHNAOT,2,DM_AMOB,2,NMNP,2,FERO,2
675,XYLAN_DEGepp,2,DBTS,2,XYL_Dtex,2,GACPCD,2,ACKr,2,PMACPME,2,MALCOACD,2,EACPR1,2,EACPR2,2,CYS_Ltex,2,H2Stex,2,C180SN,2,MEOHtex,2,ORNTA,2,DHNAOT,2,MEOHt2pp,2,EACPR2,2,AMAOTr,2,TRSARr,2,GLXCL,2,ARGDC,2,HISt2rpp,2,AMYLOPECT900tex,2,METabc,2,AHSERL3,2,GAMtex,2,3HACPR2,2,DM_AMOB,2,DBTS,2,GTHS,2,CYTDt2r,2,ADPT,2,3HACPR1,2,GTHOXti3pp,2,NMNAT,2,GTHS,2,DM_AMOB,2,NACabc,2,MEOHtex,2,AOXSr2,2,PPItex,2,DHNAOT,2,PNP,2,AOXSr2,2,DM_btn,2,NMNtex,2,GLYCLTDxr,2,FFSD,2,TYRt2rpp,2,FBA2,2,MALCOACD,2,HEX1,2
676,AOXSr2,2,GTHOXtex,2,EAR9M10,2,HEPARL1_epp,2,UAGDP,2,HIS_Ltex,2,r0339,2,sink_s,2,GACPCD,2,DNTPPA,2,DM_btn,2,GLYt2r,2,DAPabcpp,2,EAR6M8,2,ASP4DC,2,EACPR1,2,GACPCD,2,3HACPR2,2,DM_dad_5,2,GCALDD,2,EACPR1,2,NMNAT,2,AMYLOPECTepp,2,FUM,2,ACGAMtr2pp,2,MALCOAMT,2,NMNAT,2,DAPabcpp,2,GACPCD,2,3HACPR1,2,HEX1,2,3HACPR2,2,EACPR1,2,EAR6M8,2,PNP,2,GLUCYS,2,ARAB_Dtex,2,FERO,2,FFSD,2,3OAACPR1,2,HIS_Ltex,2,GLYCL,2,DAPabcpp,2,GTHOXtex,2,DM_dad_5,2,LYSt2rpp,2,SGAT,2,DNTPPA,2,TYR_Ltex,2,DM_btn,2,NMNAT,2,NACabc,2
677,CYS_Ltex,2,AMYLOPECTepp,2,VPAMTr,2,ADPT,2,CYSt2r,2,HEPARL1_epp,2,FUM,2,AMYLOPECT900tex,2,GCALDtex,2,FUM,2,DM_dad_5,2,XYLANtex,2,GLYTYRtex,2,DHNPA,2,DAPabcpp,2,GAMtex,2,GTHS,2,PULLe,2,r0339,2,GTHRD,2,BTS4,2,ACGAMtr2pp,2,GTHS,2,TYRL,2,TRE6PH,2,DM_btn,2,3OAACPR2,2,3OAACPR1,2,AOXSr2,2,TYR_Ltex,2,GLUCYS,2,3HACPR1,2,DM_dad_5,2,ADOCBIK2,2,NMNP,2,DHNPA,2,HEPARL1_epp,2,BTS4,2,CYSt2rpp,2,ARABDt2pp,2,GTHRD,2,TYRt2rpp,2,MLTG4,2,GLYCLTDxr,2,GTHOXti3pp,2,PMACPME,2,2DMMQ8abc,2,HMPK1,2,NMNAT,2,DAPabcpp,2,ARGt2pp,2,FUM,2
678,GLXCL,2,ARGt2pp,2,GTHRD,2,CPPPGO2,2,CYTDt2r,2,GTHRD,2,ARAB_Dtex,2,CYS_Ltex,2,GAMtex,2,AOXSr2,2,FRUK,2,DAPabcpp,2,NMNAT,2,PNP,2,TTDCAtrpp,2,PMACPME,2,FUM,2,3OAACPR2,2,GLC_Dtex,2,HIS_Ltex,2,NMNAT,2,FERO,2,HEPARL1_epp,2,CYSt2r,2,TREpts,2,EACPR2,2,ARABDt2pp,2,3OAACPR2,2,AMAOTr,2,HMPK1,2,DHNAOT,2,NH4tbpp,2,ARGt2pp,2,NH4tex,2,3HACPR1,2,r0339,2,DBTS,2,H2Stpp,2,CYS_Ltex,2,BTS4,2,MALTHXabc,2,EAR6M8,2,NMNP,2,3OAACPR2,2,AOXSr2,2,XYLANtex,2,AHSERL3,2,MALCOACD,2,HEX1,2,MALCOACD,2,CITRH,2,HMPK1,2
679,BTS4,2,GACPCD,2,2DMMQ8abc,2,HMPK1,2,FORt,2,EACPR1,2,MEOHtex,2,AMYLOPECTepp,2,DNTPPA,2,DNMPPA,2,EACPR1,2,CYSt2rpp,2,G6Pt6_2pp,2,DM_dad_5,2,DM_dad_5,2,DAPabcpp,2,GAMtex,2,PTAr,2,CITRH,2,HISt2rpp,2,ARABDt2pp,2,GLUR,2,MEOHtex,2,PNP,2,PPIt2epp,2,DAPabcpp,2,DNTPPA,2,DM_btn,2,EACPR2,2,GLUCYS,2,PNP,2,ADOCBIK2,2,AOXSr2,2,3HACPR1,2,3HACPR2,2,DHNAOT,2,3HACPR1,2,MALCOACD,2,MALCOACD,2,GAMtex,2,ARGDC,2,HSPGtex,2,AMYLOPECTepp,2,Q8abc,2,EACPR2,2,GTHOXti3pp,2,PHE_Ltex,2,DNMPPA,2,GLCptspp,2,EACPR1,2,GACPCD,2,CPPPGO2,2
680,DAPabcpp,2,DM_dad_5,2,FRD3,2,ACKr,2,SER_Ltex,2,LYSt2rpp,2,ARGDC,2,DM_dad_5,2,CYS_Ltex,2,SGAT,2,SER_Ltex,2,XYLAN_DEGepp,2,MALT,2,DM_btn,2,SUCRtex,2,GLYTYRtex,2,NNAM,2,G6Ptex,2,GNCORE2tex,2,2DMMQ8abc,2,CYS_Ltex,2,HEPARL1_epp,2,NMNAT,2,DNTPPA,2,PPItex,2,MEOHtex,2,DNMPPA,2,DM_dad_5,2,MALCOACD,2,DM_btn,2,OCDCAtr,2,GLCNACASE_OGLYCAN2epp,2,r0488,2,3HACPR2,2,FUM,2,TRSARr,2,EACPR2,2,ARAB_Dtex,2,DAPabcpp,2,MEOHtex,2,ARGt2pp,2,3OAACPR2,2,MLTG2,2,PNP,2,ACKr,2,ALCD19,2,ACGAMtr2pp,2,NACabcpp,2,DHNAOT7,2,EACPR2,2,GTHS,2,HEX7,2
681,DBTS,2,ARGDC,2,GTHOXti3pp,2,HEX7,2,THMDt4,2,ARAB_Dtex,2,NMNP,2,HEPARL1_epp,2,NACabc,2,BTS4,2,AMAOTr,2,TTDCAt2pp,2,NACabcpp,2,3HACPR1,2,FFSD,2,CYS_Ltex,2,XYLAN_DEGepp,2,PIt6bpp,2,ILEt2rpp,2,HEPARL1_epp,2,EACPR2,2,GTHOXti3pp,2,HSPGtex,2,ASP4DC,2,GLUR,2,GACPCD,2,DM_dad_5,2,NMNAT,2,TTDCAtrpp,2,AMYLOPECTepp,2,G6Ptex,2,EAR9M10,2,MALCOACD,2,3OAACPR1,2,3OAACPR1,2,ARGt2pp,2,ARGt2pp,2,DAPabcpp,2,MALCOAMT,2,MEOHt2pp,2,4HBZtex,2,GAMtex,2,HEX1,2,H2Stpp,2,G6Ptex,2,C180SN,2,GLYC3Pabcpp,2,PPIt2epp,2,PNP,2,DBTS,2,NACabcpp,2,CYTDt2r,2
682,ARGDC,2,PMACPME,2,DHNAOT7,2,CYTDt2r,2,HEPARL1_epp,2,GTHOXti3pp,2,MEOHt2pp,2,DM_btn,2,AMAOTr,2,DBTS,2,3OAACPR2,2,NNAM,2,FBA2,2,3HACPR2,2,DNTPPA,2,DM_dad_5,2,HEX7,2,PHEt2rpp,2,CYSS3r,2,CYSt2r,2,3OAACPR1,2,AMYLOPECTepp,2,GLUCYS,2,GLUR,2,2DMMQ8abc,2,ARGt2pp,2,DM_btn,2,EACPR1,2,MALCOAMT,2,AMYLOPECT900tex,2,ADPT,2,NMNAT,2,C180SN,2,3OAACPR2,2,3OAACPR2,2,NMNP,2,3HACPR2,2,DM_dad_5,2,BTS4,2,MALCOAMT,2,CYSt2r,2,MALCOACD,2,GLYMETtex,2,GLXCL,2,GACPCD,2,METabc,2,H2Stpp,2,HSPGtex,2,ORNTA,2,2DMMQ8abc,2,ASP4DC,2,GLYMETtex,2
683,DM_AMOB,2,CYSt2rpp,2,G6Ptex,2,HEX1,2,sink_s,2,sink_s,2,G6Pt6_2pp,2,DM_AMOB,2,ARGDC,2,AMAOTr,2,GNCORE2tex,2,3HACPR1,2,ASP4DC,2,3OAACPR1,2,EACPR1,2,3HACPR1,2,FERO,2,PHE_Ltex,2,GAMtex,2,HSPGtex,2,CYSt2rpp,2,ARGt2pp,2,HMPK1,2,SUCptspp,2,CYSt2rpp,2,DM_dad_5,2,DM_AMOB,2,GACPCD,2,GTHS,2,DM_AMOB,2,DM_btn,2,GLYCL,2,GLYCLTDxr,2,AMAOTr,2,HEX7,2,ARGDC,2,GLYTYRtex,2,MALCOAMT,2,3HACPR2,2,MALCOACD,2,ALAR,2,3OAACPR1,2,MALTHXabc,2,DAPabcpp,2,EACPR1,2,GUAPRT,2,XYLAN_DEGepp,2,G6Ptex,2,GLYASP1c,2,ASPO6,2,SUCptspp,2,PMACPME,2
684,GNCORE2tex,2,EACPR2,2,DHNAOT4,2,CYS_Ltex,2,AMMQT7rev,2,GTHOXtex,2,EACPR1,2,DBTS,2,SUCptspp,2,CYSt2rpp,2,NMNAT,2,GNCORE2tex,2,SUCptspp,2,SER_Ltex,2,EACPR2,2,MALCOAMT,2,ARGt2pp,2,OOR2r,2,EACPR1,2,L_AROND,2,3OAACPR2,2,EACPR1,2,sink_s,2,ORNTA,2,MEOHtex,2,DM_AMOB,2,DBTS,2,GAMtex,2,3OAACPR2,2,EACPR1,2,CYSt2rpp,2,NMNP,2,SGAT,2,SGAT,2,FERO,2,NMNAT,2,3OAACPR1,2,HEX1,2,3HACPR1,2,ARAB_Dtex,2,H2Stpp,2,3HACPR2,2,AMYLOPECT900tex,2,CYSt2rpp,2,4HBZt2pp,2,AMAOTr,2,GLXCL,2,GTHS,2,NMNP,2,POR4,2,3HACPR1,2,AMYLOPECT900tex,2
685,DM_btn,2,CYS_Ltex,2,DHDPS,2,CYSt2rpp,2,CYS_Ltex,2,AMYLOPECTepp,2,GAMtex,2,EACPR2,2,OCDCAtr,2,DM_AMOB,2,DTMPK,2,GAMtex,2,3HACPR1,2,3OAACPR2,2,GACPCD,2,DM_btn,2,GLUCYS,2,NMNAT,2,AMYLOPECT900tex,2,FBA2,2,DM_AMOB,2,CYSt2r,2,ARGt2pp,2,SUCRtex,2,TYRL,2,MEOHt2pp,2,EACPR2,2,3HACPR1,2,3OAACPR1,2,DBTS,2,3HACPR1,2,C180SN,2,TRSARr,2,ACKr,2,MEOHt2pp,2,MALCOACD,2,AMAOTr,2,MEOHt2pp,2,NMNAT,2,ARGt2pp,2,GLYLEUPEPT1tc,2,NMNAT,2,sink_s,2,GCALDD,2,AMAOTr,2,AOXSr2,2,L_AROND,2,HEPARL1_epp,2,CYSt2r,2,TYRL,2,3HACPR2,2,sink_s,2
686,GLYCLTDxr,2,DAPabcpp,2,HIS_Ltex,2,HSPGtex,2,DM_btn,2,ARGDC,2,NMNAT,2,GLXCL,2,GLYCLTDxr,2,TRSARr,2,GLCNACASE_OGLYCAN2epp,2,3OAACPR1,2,3HACPR2,2,TREpts,2,DNMPPA,2,DM_AMOB,2,DNMPPA,2,XYLANtex,2,THMDt2r,2,ASPO6,2,DAPabcpp,2,GACPCD,2,MEOHt2pp,2,FFSD,2,SER_Ltex,2,PMACPME,2,GACPCD,2,MEOHt2pp,2,MEOHt2pp,2,EACPR2,2,3HACPR2,2,GTHOXti3pp,2,r0339,2,MALCOAMT,2,SER_Ltex,2,MALCOAMT,2,MALCOACD,2,MEOHtex,2,DBTS,2,GACPCD,2,LYSt2rpp,2,TYR_Ltex,2,3OAACPR1,2,CYS_Ltex,2,ARAB_Dtex,2,BTS4,2,H2Stex,2,EACPR2,2,GLUR,2,FUM,2,3OAACPR1,2,3OAACPR2,2
687,DM_dad_5,2,EACPR1,2,DHDPRy,2,ADOCBIK2,2,DM_dad_5,2,TYRL,2,ASP4DC,2,HEX1,2,GLXCL,2,DM_btn,2,PNP,2,3OAACPR2,2,3OAACPR1,2,FORt,2,GAMtex,2,DBTS,2,NACabcpp,2,XYLAN_DEGepp,2,DAPMDH,2,H2Stpp,2,AMAOTr,2,FORt,2,MALCOACD,2,4HBZCL,2,DHNPA,2,DBTS,2,BTS4,2,GLYCLTDxr,2,EACPR1,2,GACPCD,2,3OAACPR1,2,PNP,2,CITRH,2,DPCOAti,2,THMDt2r,2,XYL_Dtex,2,BTS4,2,DM_btn,2,DM_AMOB,2,DBTS,2,ACGAMtr2pp,2,AMAOTr,2,3OAACPR2,2,NNAM,2,XYLANtex,2,3OAACPR2,2,GCALDD,2,GLUCYS,2,FUM,2,GACPCD,2,3OAACPR2,2,AMAOTr,2
688,ARGt2pp,2,sink_s,2,G6Pt6_2pp,2,FUM,2,THMDt2rpp,2,HMPK1,2,3OAACPR1,2,METabc,2,GCALDD,2,DM_dad_5,2,ALAR,2,H2Stex,2,3OAACPR2,2,AMAOTr,2,MALCOACD,2,AOXSr2,2,DAPabcpp,2,NNAM,2,THMDt4,2,ALAR,2,GACPCD,2,GAMtex,2,TMDSf2,2,MALT,2,DM_AMOB,2,BTS4,2,TTDCAtrpp,2,G6Ptex,2,3HACPR2,2,GAMtex,2,3OAACPR2,2,CYSS3r,2,ASPO6,2,HEX1,2,AMAOTr,2,ARAB_Dtex,2,3OAACPR2,2,ARGt2pp,2,DM_btn,2,EACPR2,2,ORNTA,2,HEPARL1_epp,2,AMAOTr,2,DBTS,2,OOR2r,2,DBTS,2,HISt2rpp,2,DHNAOT,2,PHEt2rpp,2,CYSS3r,2,SUCRtex,2,CYSt2rpp,2
689,METALAabcpp,2,BTS4,2,NACabcpp,2,DBTS,2,DM_4HBA,2,Q8abc,2,SUCptspp,2,FORt,2,SUCRtex,2,DHNAOT,2,CYSS3r,2,GCALDD,2,AMAOTr,2,AOXSr2,2,SUCptspp,2,MALCOACD,2,SGAT,2,G6Pt6_2pp,2,FERO,2,NNAM,2,AOXSr2,2,ALAR,2,3HACPR1,2,DNMPPA,2,LYSt2rpp,2,EACPR1,2,NACabcpp,2,METabc,2,3HACPR1,2,BTS4,2,GLYTYRabcpp,2,2DMMQ8abc,2,FBA2,2,METALAabcpp,2,AOXSr2,2,NNAM,2,AMYLOPECT900tex,2,DM_AMOB,2,DM_dad_5,2,EACPR1,2,GTHOXtex,2,PMACPME,2,AOXSr2,2,XYLAN_DEGepp,2,LYSt2rpp,2,3OAACPR1,2,HIS_Ltex,2,NMNAT,2,THMDt4,2,BTS4,2,FFSD,2,BTS4,2
690,ARAB_Dtex,2,AOXSr2,2,EAR6M8,2,GAMtex,2,EACPR1,2,FERO,2,3OAACPR2,2,SER_Ltex,2,NH4tbpp,2,TTDCAtrpp,2,NMNP,2,AMAOTr,2,ASPO6,2,XYL_Dtex,2,MALCOAMT,2,TMDSf2,2,PRPPS,2,LYSt2rpp,2,GLUR,2,GTHOXtex,2,G6Pt6_2pp,2,ARAB_Dtex,2,3HACPR2,2,GCALDD,2,FOLtpp,2,sink_s,2,GTHS,2,4HBZCL,2,DNMPPA,2,AOXSr2,2,AMAOTr,2,DM_AMOB,2,MALT,2,METALAtex,2,BTS4,2,EACPR1,2,DM_dad_5,2,ARABDt2pp,2,EACPR1,2,DM_dad_5,2,Q8abc,2,BTS4,2,HIS_Ltex,2,XYLANtex,2,GTHS,2,3HACPR2,2,GTHRD,2,AMYLOPECTepp,2,PHE_Ltex,2,DAPMDH,2,DNTPPA,2,DBTS,2
691,4HBZtex,2,FOLtpp,2,sink_sheme(c),2,ARGDC,2,EACPR2,2,FORt,2,AMAOTr,2,THMDt2r,2,ACACT1r,2,CITRH,2,XYLANtex,2,AOXSr2,2,AOXSr2,2,OOR2r,2,DM_AMOB,2,sink_s,2,ASP4DC,2,PNP,2,CYSt2r,2,HEX7,2,MALCOACD,2,ARABDt2pp,2,3OAACPR1,2,TTDCAtrpp,2,3OAACPR1,2,CYS_Ltex,2,GLUCYS,2,TYRL,2,DNTPPA,2,AMAOTr,2,AOXSr2,2,ASN_Ltex,2,NPHS,2,TYRL,2,MALCOAMT,2,EACPR2,2,DAPabcpp,2,CYS_Ltex,2,AOXSr2,2,PMACPME,2,TYRL,2,DM_dad_5,2,BTS4,2,PRPPS,2,GLUCYS,2,DM_AMOB,2,GTHOXti3pp,2,GLC_Dtex,2,TRE6PH,2,XYLAN_DEGepp,2,AMAOTr,2,DM_AMOB,2
692,TRDRr,2,4HBZCL,2,TRE6PH,2,ARAB_Dtex,2,GACPCD,2,THYMDtex,2,AOXSr2,2,Q8abc,2,NH4tex,2,r0488,2,DAPabcpp,2,CYS_Ltex,2,BTS4,2,FERO,2,DBTS,2,XYLANtex,2,TRSARr,2,H2Stpp,2,PMACPME,2,DTMPK,2,ASPO6,2,4HBZtex,2,3OAACPR2,2,NACabcpp,2,GACPCD,2,CYSt2rpp,2,DHNAOT,2,GUAPRT,2,PNP,2,ORNTA,2,CYS_Ltex,2,EACPR1,2,H2Stex,2,ORNTA,2,sink_s,2,DNMPPA,2,EACPR1,2,EACPR2,2,DHNAOT,2,DM_btn,2,XYL_Dtex,2,DPCOAti,2,DBTS,2,SGAT,2,H2Stpp,2,GLYt2r,2,CYSS,2,XYLANtex,2,AMYLOPECT900tex,2,PNP,2,AOXSr2,2,DM_btn,2
693,NMNP,2,DTMPK,2,MK7te,2,EACPR1,2,MLTG2,2,SER_Ltex,2,SUCRtex,2,PMEVKc,2,SHSL1r,2,3OAACPR2,2,XYLAN_DEGepp,2,GLYCLTDxr,2,DBTS,2,BTS4,2,MEOHt2pp,2,SERt2r,2,SUCptspp,2,NMNP,2,ORNTA,2,XYLAN_DEGepp,2,GCALDD,2,MALCOACD,2,AMAOTr,2,GTHS,2,EACPR2,2,TMDSf2,2,MEOHtex,2,ACGAMtr2pp,2,MEOHtex,2,MALCOACD,2,BTS4,2,FERO,2,H2Stpp,2,HISt2rpp,2,MEOHtex,2,ASP4DC,2,HSPGtex,2,ADOCBIK2,2,GTHS,2,DM_AMOB,2,ARABDt2pp,2,DM_btn,2,DM_AMOB,2,NMNP,2,NMNAT,2,DM_btn,2,CITRH,2,PPItex,2,PMACPME,2,H2Stpp,2,DAPabcpp,2,DM_dad_5,2
694,METabc,2,ARAB_Dtex,2,METabc,2,ARABDt2pp,2,GAMtex,2,NMNtex,2,CYS_Ltex,2,MEVK1c,2,TTDCAtrpp,2,EACPR2,2,NNAM,2,TYRL,2,SUCRtex,2,CYSt2r,2,NACabcpp,2,Q8abc,2,SUCRtex,2,H2Stex,2,FUM,2,XYLANtex,2,GLXCL,2,GTHOXtex,2,AOXSr2,2,GLUCYS,2,3OAACPR2,2,AMYLOPECT900tex,2,GAMtex,2,GLYt2r,2,BTS4,2,MALCOAMT,2,DBTS,2,G6Ptex,2,XYLAN_DEGepp,2,PNP,2,ALCD19,2,DAPabcpp,2,AOXSr2,2,ADPT,2,AMAOTr,2,sink_s,2,ACKr,2,EACPR1,2,DM_btn,2,3HACPR1,2,DHNPA,2,DM_dad_5,2,DAPMDH,2,BTS4,2,DPCOAti,2,PHEt2rpp,2,BTS4,2,CYS_Ltex,2
695,MQN8tex,2,SER_Ltex,2,LYSt2rpp,2,ARGt2pp,2,DAPabcpp,2,THMDt2r,2,BTS4,2,HMGCOAS,2,DAPabcpp,2,GACPCD,2,ACGAMtr2pp,2,THYMDtex,2,FFSD,2,DBTS,2,MEOHtex,2,GUAPRT,2,FFSD,2,DAPMDH,2,POR4,2,HEX1,2,GLYCLTDxr,2,MALCOAMT,2,NAt3_1,2,DHNAOT,2,ARGt2pp,2,GUAPRT,2,ARGt2pp,2,DHORDfum,2,NACabcpp,2,MEOHt2pp,2,DM_AMOB,2,G6Pt6_2pp,2,XYLANtex,2,CYSt2r,2,ORNTA,2,3HACPR1,2,TMDSf2,2,PMACPME,2,Q8abc,2,GLYK,2,ARAB_Dtex,2,sink_s,2,DM_dad_5,2,3HACPR2,2,XYL_Dtex,2,XYLAN_DEGepp,2,TRSARr,2,XYL_Dtex,2,MAN6PI,2,PHE_Ltex,2,DBTS,2,EACPR1,2
696,FUM,2,THMDt2r,2,ACCOAC,2,DM_dad_5,2,CYSt2rpp,2,METabc,2,FFSD,2,ORNTA,2,GLCptspp,2,NACabcpp,2,2DMMQ8abc,2,ARGt2pp,2,DM_AMOB,2,DM_AMOB,2,GLYTYRabc,2,GLYt2r,2,r0339,2,ARABDt2pp,2,HEX1,2,GLUR,2,SGAT,2,MEOHt2pp,2,BTS4,2,DHORDfum,2,EACPR1,2,FORt,2,CYS_Ltex,2,CYSS3r,2,GUAPRT,2,MEOHtex,2,DM_dad_5,2,TYR_Ltex,2,2DMMQ8abc,2,NMNP,2,CYSt2r,2,SUCptspp,2,HMPK1,2,DBTS,2,NACabcpp,2,AMYLOPECT900tex,2,GTHOXti3pp,2,DM_AMOB,2,GTHRD,2,TRSARr,2,HISt2rpp,2,EACPR1,2,METS,2,DM_btn,2,3HACPR2,2,OOR2r,2,DM_AMOB,2,EACPR2,2
